Season,Round,Constructor-Position,Constrcutor,Nation,Points,Wins
2017,16,4,Force India,Indian,147,0
2017,16,5,Williams,British,66,0
2017,16,6,Toro Rosso,Italian,52,0
2017,16,7,Haas F1 Team,American,43,0
2017,16,8,Renault,French,42,0
2017,16,9,McLaren,British,23,0
2017,16,10,Sauber,Swiss,5,0
2017,17,1,Mercedes,German,575,11
2017,17,2,Ferrari,Italian,428,4
2017,17,3,Red Bull,Austrian,315,2
2017,17,4,Force India,Indian,159,0
2017,17,5,Williams,British,68,0
2017,17,6,Toro Rosso,Italian,53,0
2017,17,7,Renault,French,48,0
2017,17,8,Haas F1 Team,American,43,0
2017,17,9,McLaren,British,23,0
2017,17,10,Sauber,Swiss,5,0
2017,10,1,Mercedes,German,330,6
2017,10,2,Ferrari,Italian,275,3
2017,10,3,Red Bull,Austrian,174,1
2017,10,4,Force India,Indian,95,0
2017,10,5,Williams,British,41,0
2017,10,6,Toro Rosso,Italian,33,0
2017,10,7,Haas F1 Team,American,29,0
2017,10,8,Renault,French,26,0
2017,10,9,Sauber,Swiss,5,0
2017,10,10,McLaren,British,2,0
2017,19,1,Mercedes,German,625,11
2017,19,2,Ferrari,Italian,495,5
2017,19,3,Red Bull,Austrian,358,3
2017,19,4,Force India,Indian,177,0
2017,19,5,Williams,British,82,0
2017,19,6,Toro Rosso,Italian,53,0
2017,19,7,Renault,French,49,0
2017,19,8,Haas F1 Team,American,47,0
2017,19,9,McLaren,British,28,0
2017,19,10,Sauber,Swiss,5,0
2017,2,1,Mercedes,German,66,1
2017,2,2,Ferrari,Italian,65,1
2017,2,3,Red Bull,Austrian,37,0
2017,2,4,Toro Rosso,Italian,12,0
2017,2,5,Force India,Indian,10,0
2017,2,6,Williams,British,8,0
2017,2,7,Haas F1 Team,American,4,0
2017,2,8,Renault,French,0,0
2017,2,9,Sauber,Swiss,0,0
2017,2,10,McLaren,British,0,0
2017,5,1,Mercedes,German,161,3
2017,5,2,Ferrari,Italian,153,2
2017,5,3,Red Bull,Austrian,72,0
2017,5,4,Force India,Indian,53,0
2017,5,5,Toro Rosso,Italian,21,0
2017,5,6,Williams,British,18,0
2017,5,7,Renault,French,14,0
2017,5,8,Haas F1 Team,American,9,0
2017,5,9,Sauber,Swiss,4,0
2017,5,10,McLaren,British,0,0
2017,4,1,Mercedes,German,136,2
2017,4,2,Ferrari,Italian,135,2
2017,4,3,Red Bull,Austrian,57,0
2017,4,4,Force India,Indian,31,0
2017,4,5,Williams,British,18,0
2017,4,6,Toro Rosso,Italian,13,0
2017,4,7,Haas F1 Team,American,8,0
2017,4,8,Renault,French,6,0
2017,4,9,Sauber,Swiss,0,0
2017,4,10,McLaren,British,0,0
2017,3,1,Ferrari,Italian,102,2
2017,3,2,Mercedes,German,99,1
2017,3,3,Red Bull,Austrian,47,0
2017,3,4,Force India,Indian,17,0
2017,3,5,Williams,British,16,0
2017,3,6,Toro Rosso,Italian,12,0
2017,3,7,Haas F1 Team,American,8,0
2017,3,8,Renault,French,2,0
2017,3,9,Sauber,Swiss,0,0
2017,3,10,McLaren,British,0,0
2010,15,1,Red Bull,Austrian,383,6
2010,15,2,McLaren,British,359,5
2010,15,3,Ferrari,Italian,319,4
2010,15,4,Mercedes,German,168,0
2010,15,5,Renault,French,133,0
2010,15,6,Force India,Indian,60,0
2010,15,7,Williams,British,56,0
2010,15,8,Sauber,Swiss,27,0
2010,15,9,Toro Rosso,Italian,10,0
2010,15,10,Lotus,Malaysian,0,0
2010,15,11,HRT,Spanish,0,0
2010,15,12,Virgin,British,0,0
2010,12,1,Red Bull,Austrian,312,6
2010,12,2,McLaren,British,304,4
2010,12,3,Ferrari,Italian,238,2
2010,12,4,Mercedes,German,132,0
2010,12,5,Renault,French,106,0
2010,12,6,Force India,Indian,47,0
2010,12,7,Williams,British,40,0
2010,12,8,Sauber,Swiss,23,0
2010,12,9,Toro Rosso,Italian,10,0
2010,12,10,Lotus,Malaysian,0,0
2010,12,11,HRT,Spanish,0,0
2010,12,12,Virgin,British,0,0
2010,13,1,Red Bull,Austrian,330,6
2010,13,2,McLaren,British,329,5
2010,13,3,Ferrari,Italian,250,2
2010,13,4,Mercedes,German,146,0
2010,13,5,Renault,French,123,0
2010,13,6,Force India,Indian,58,0
2010,13,7,Williams,British,40,0
2010,13,8,Sauber,Swiss,27,0
2010,13,9,Toro Rosso,Italian,10,0
2010,13,10,Lotus,Malaysian,0,0
2010,13,11,HRT,Spanish,0,0
2010,13,12,Virgin,British,0,0
2010,14,1,Red Bull,Austrian,350,6
2010,14,2,McLaren,British,347,5
2010,14,3,Ferrari,Italian,290,3
2010,14,4,Mercedes,German,158,0
2010,14,5,Renault,French,127,0
2010,14,6,Force India,Indian,58,0
2010,14,7,Williams,British,47,0
2010,14,8,Sauber,Swiss,27,0
2010,14,9,Toro Rosso,Italian,10,0
2010,14,10,Lotus,Malaysian,0,0
2010,14,11,HRT,Spanish,0,0
2010,14,12,Virgin,British,0,0
2010,8,1,McLaren,British,215,4
2010,8,2,Red Bull,Austrian,193,3
2010,8,3,Ferrari,Italian,161,1
2010,8,4,Mercedes,German,108,0
2010,8,5,Renault,French,79,0
2010,8,6,Force India,Indian,35,0
2010,8,7,Toro Rosso,Italian,8,0
2010,8,8,Williams,British,8,0
2010,8,9,Sauber,Swiss,1,0
2010,8,10,Lotus,Malaysian,0,0
2010,8,11,HRT,Spanish,0,0
2010,8,12,Virgin,British,0,0
2010,6,1,Red Bull,Austrian,156,3
2010,6,2,Ferrari,Italian,136,1
2010,6,3,McLaren,British,129,2
2010,6,4,Mercedes,German,78,0
2010,6,5,Renault,French,65,0
2010,6,6,Force India,Indian,30,0
2010,6,7,Williams,British,8,0
2010,6,8,Toro Rosso,Italian,4,0
2010,6,9,Sauber,Swiss,0,0
2010,6,10,Lotus,Malaysian,0,0
2010,6,11,HRT,Spanish,0,0
2010,6,12,Virgin,British,0,0
2010,1,1,Ferrari,Italian,43,1
2010,1,2,McLaren,British,21,0
2010,1,3,Mercedes,German,18,0
2010,1,4,Red Bull,Austrian,16,0
2010,1,5,Force India,Indian,2,0
2010,1,6,Williams,British,1,0
2010,1,7,Renault,French,0,0
2010,1,8,Toro Rosso,Italian,0,0
2010,1,9,Lotus,Malaysian,0,0
2010,1,10,Sauber,Swiss,0,0
2010,1,11,HRT,Spanish,0,0
2010,1,12,Virgin,British,0,0
2010,7,1,McLaren,British,172,3
2010,7,2,Red Bull,Austrian,171,3
2010,7,3,Ferrari,Italian,146,1
2010,7,4,Mercedes,German,100,0
2010,7,5,Renault,French,73,0
2010,7,6,Force India,Indian,32,0
2010,7,7,Williams,British,8,0
2010,7,8,Toro Rosso,Italian,4,0
2010,7,9,Sauber,Swiss,1,0
2010,7,10,Lotus,Malaysian,0,0
2010,7,11,HRT,Spanish,0,0
2010,7,12,Virgin,British,0,0
2010,9,1,McLaren,British,248,4
2010,9,2,Red Bull,Austrian,218,4
2010,9,3,Ferrari,Italian,165,1
2010,9,4,Mercedes,German,109,0
2010,9,5,Renault,French,89,0
2010,9,6,Force India,Indian,43,0
2010,9,7,Williams,British,20,0
2010,9,8,Toro Rosso,Italian,10,0
2010,9,9,Sauber,Swiss,7,0
2010,9,10,Lotus,Malaysian,0,0
2010,9,11,HRT,Spanish,0,0
2010,9,12,Virgin,British,0,0
2010,18,1,Red Bull,Austrian,469,8
2010,18,2,McLaren,British,421,5
2010,18,3,Ferrari,Italian,389,5
2010,18,4,Mercedes,German,202,0
2010,18,5,Renault,French,145,0
2010,18,6,Williams,British,69,0
2010,18,7,Force India,Indian,68,0
2010,18,8,Sauber,Swiss,44,0
2010,18,9,Toro Rosso,Italian,11,0
2010,18,10,Lotus,Malaysian,0,0
2010,18,11,HRT,Spanish,0,0
2010,18,12,Virgin,British,0,0
2010,11,1,McLaren,British,300,4
2010,11,2,Red Bull,Austrian,272,5
2010,11,3,Ferrari,Italian,208,2
2010,11,4,Mercedes,German,132,0
2010,11,5,Renault,French,96,0
2010,11,6,Force India,Indian,47,0
2010,11,7,Williams,British,31,0
2010,11,8,Sauber,Swiss,15,0
2010,11,9,Toro Rosso,Italian,10,0
2010,11,10,Lotus,Malaysian,0,0
2010,11,11,HRT,Spanish,0,0
2010,11,12,Virgin,British,0,0
2010,16,1,Red Bull,Austrian,426,7
2010,16,2,McLaren,British,381,5
2010,16,3,Ferrari,Italian,334,4
2010,16,4,Mercedes,German,176,0
2010,16,5,Renault,French,133,0
2010,16,6,Force India,Indian,60,0
2010,16,7,Williams,British,58,0
2010,16,8,Sauber,Swiss,37,0
2010,16,9,Toro Rosso,Italian,11,0
2010,16,10,Lotus,Malaysian,0,0
2010,16,11,HRT,Spanish,0,0
2010,16,12,Virgin,British,0,0
2010,17,1,Red Bull,Austrian,426,7
2010,17,2,McLaren,British,399,5
2010,17,3,Ferrari,Italian,374,5
2010,17,4,Mercedes,German,188,0
2010,17,5,Renault,French,143,0
2010,17,6,Force India,Indian,68,0
2010,17,7,Williams,British,65,0
2010,17,8,Sauber,Swiss,43,0
2010,17,9,Toro Rosso,Italian,11,0
2010,17,10,Lotus,Malaysian,0,0
2010,17,11,HRT,Spanish,0,0
2010,17,12,Virgin,British,0,0
2010,10,1,McLaren,British,278,4
2010,10,2,Red Bull,Austrian,249,5
2010,10,3,Ferrari,Italian,165,1
2010,10,4,Mercedes,German,126,0
2010,10,5,Renault,French,89,0
2010,10,6,Force India,Indian,47,0
2010,10,7,Williams,British,31,0
2010,10,8,Sauber,Swiss,15,0
2010,10,9,Toro Rosso,Italian,10,0
2010,10,10,Lotus,Malaysian,0,0
2010,10,11,HRT,Spanish,0,0
2010,10,12,Virgin,British,0,0
2010,19,1,Red Bull,Austrian,498,9
2010,19,2,McLaren,British,454,5
2010,19,3,Ferrari,Italian,396,5
2010,19,4,Mercedes,German,214,0
2010,19,5,Renault,French,163,0
2010,19,6,Williams,British,69,0
2010,19,7,Force India,Indian,68,0
2010,19,8,Sauber,Swiss,44,0
2010,19,9,Toro Rosso,Italian,13,0
2010,19,10,Lotus,Malaysian,0,0
2010,19,11,HRT,Spanish,0,0
2010,19,12,Virgin,British,0,0
2010,2,1,Ferrari,Italian,70,1
2010,2,2,McLaren,British,54,1
2010,2,3,Mercedes,German,29,0
2010,2,4,Renault,French,18,0
2010,2,5,Red Bull,Austrian,18,0
2010,2,6,Force India,Indian,8,0
2010,2,7,Williams,British,5,0
2010,2,8,Toro Rosso,Italian,0,0
2010,2,9,Sauber,Swiss,0,0
2010,2,10,Lotus,Malaysian,0,0
2010,2,11,HRT,Spanish,0,0
2010,2,12,Virgin,British,0,0
2010,5,1,McLaren,British,119,2
2010,5,2,Ferrari,Italian,116,1
2010,5,3,Red Bull,Austrian,113,2
2010,5,4,Mercedes,German,72,0
2010,5,5,Renault,French,50,0
2010,5,6,Force India,Indian,24,0
2010,5,7,Williams,British,8,0
2010,5,8,Toro Rosso,Italian,3,0
2010,5,9,Sauber,Swiss,0,0
2010,5,10,Lotus,Malaysian,0,0
2010,5,11,HRT,Spanish,0,0
2010,5,12,Virgin,British,0,0
2010,4,1,McLaren,British,109,2
2010,4,2,Ferrari,Italian,90,1
2010,4,3,Red Bull,Austrian,73,1
2010,4,4,Mercedes,German,60,0
2010,4,5,Renault,French,46,0
2010,4,6,Force India,Indian,18,0
2010,4,7,Williams,British,6,0
2010,4,8,Toro Rosso,Italian,2,0
2010,4,9,Sauber,Swiss,0,0
2010,4,10,Lotus,Malaysian,0,0
2010,4,11,HRT,Spanish,0,0
2010,4,12,Virgin,British,0,0
2010,3,1,Ferrari,Italian,76,1
2010,3,2,McLaren,British,66,1
2010,3,3,Red Bull,Austrian,61,1
2010,3,4,Mercedes,German,44,0
2010,3,5,Renault,French,30,0
2010,3,6,Force India,Indian,18,0
2010,3,7,Williams,British,6,0
2010,3,8,Toro Rosso,Italian,2,0
2010,3,9,Sauber,Swiss,0,0
2010,3,10,Lotus,Malaysian,0,0
2010,3,11,HRT,Spanish,0,0
2010,3,12,Virgin,British,0,0
2019,15,1,Mercedes,German,527,10
2019,15,2,Ferrari,Italian,394,3
2019,15,3,Red Bull,Austrian,289,2
2019,15,4,McLaren,British,89,0
2019,15,5,Renault,French,67,0
2019,15,6,Toro Rosso,Italian,55,0
2019,15,7,Racing Point,British,46,0
2019,15,8,Alfa Romeo,Swiss,35,0
2019,15,9,Haas F1 Team,American,26,0
2019,15,10,Williams,British,1,0
2019,12,1,Mercedes,German,438,10
2019,12,2,Ferrari,Italian,288,0
2019,12,3,Red Bull,Austrian,244,2
2019,12,4,McLaren,British,82,0
2019,12,5,Toro Rosso,Italian,43,0
2019,12,6,Renault,French,39,0
2019,12,7,Alfa Romeo,Swiss,32,0
2019,12,8,Racing Point,British,31,0
2019,12,9,Haas F1 Team,American,26,0
2019,12,10,Williams,British,1,0
2019,13,1,Mercedes,German,471,10
2019,13,2,Ferrari,Italian,326,1
2019,13,3,Red Bull,Austrian,254,2
2019,13,4,McLaren,British,82,0
2019,13,5,Toro Rosso,Italian,51,0
2019,13,6,Renault,French,43,0
2019,13,7,Racing Point,British,40,0
2019,13,8,Alfa Romeo,Swiss,32,0
2019,13,9,Haas F1 Team,American,26,0
2019,13,10,Williams,British,1,0
2019,14,1,Mercedes,German,505,10
2019,14,2,Ferrari,Italian,351,2
2019,14,3,Red Bull,Austrian,266,2
2019,14,4,McLaren,British,83,0
2019,14,5,Renault,French,65,0
2019,14,6,Toro Rosso,Italian,51,0
2019,14,7,Racing Point,British,46,0
2019,14,8,Alfa Romeo,Swiss,34,0
2019,14,9,Haas F1 Team,American,26,0
2019,14,10,Williams,British,1,0
2019,8,1,Mercedes,German,338,8
2019,8,2,Ferrari,Italian,198,0
2019,8,3,Red Bull,Austrian,137,0
2019,8,4,McLaren,British,40,0
2019,8,5,Renault,French,32,0
2019,8,6,Racing Point,British,19,0
2019,8,7,Alfa Romeo,Swiss,19,0
2019,8,8,Toro Rosso,Italian,17,0
2019,8,9,Haas F1 Team,American,16,0
2019,8,10,Williams,British,0,0
2019,6,1,Mercedes,German,257,6
2019,6,2,Ferrari,Italian,139,0
2019,6,3,Red Bull,Austrian,110,0
2019,6,4,McLaren,British,30,0
2019,6,5,Racing Point,British,17,0
2019,6,6,Haas F1 Team,American,16,0
2019,6,7,Toro Rosso,Italian,16,0
2019,6,8,Renault,French,14,0
2019,6,9,Alfa Romeo,Swiss,13,0
2019,6,10,Williams,British,0,0
2019,1,1,Mercedes,German,44,1
2019,1,2,Ferrari,Italian,22,0
2019,1,3,Red Bull,Austrian,15,0
2019,1,4,Haas F1 Team,American,8,0
2019,1,5,Renault,French,6,0
2019,1,6,Alfa Romeo,Swiss,4,0
2019,1,7,Racing Point,British,2,0
2019,1,8,Toro Rosso,Italian,1,0
2019,1,9,McLaren,British,0,0
2019,1,10,Williams,British,0,0
2019,7,1,Mercedes,German,295,7
2019,7,2,Ferrari,Italian,172,0
2019,7,3,Red Bull,Austrian,124,0
2019,7,4,McLaren,British,30,0
2019,7,5,Renault,French,28,0
2019,7,6,Racing Point,British,19,0
2019,7,7,Toro Rosso,Italian,17,0
2019,7,8,Haas F1 Team,American,16,0
2019,7,9,Alfa Romeo,Swiss,13,0
2019,7,10,Williams,British,0,0
2019,9,1,Mercedes,German,363,8
2019,9,2,Ferrari,Italian,228,0
2019,9,3,Red Bull,Austrian,169,1
2019,9,4,McLaren,British,52,0
2019,9,5,Renault,French,32,0
2019,9,6,Alfa Romeo,Swiss,22,0
2019,9,7,Racing Point,British,19,0
2019,9,8,Toro Rosso,Italian,17,0
2019,9,9,Haas F1 Team,American,16,0
2019,9,10,Williams,British,0,0
2019,20,1,Mercedes,German,701,14
2019,20,2,Ferrari,Italian,479,3
2019,20,3,Red Bull,Austrian,391,3
2019,20,4,McLaren,British,140,0
2019,20,5,Renault,French,91,0
2019,20,6,Toro Rosso,Italian,83,0
2019,20,7,Racing Point,British,67,0
2019,20,8,Alfa Romeo,Swiss,57,0
2019,20,9,Haas F1 Team,American,28,0
2019,20,10,Williams,British,1,0
2019,18,1,Mercedes,German,652,13
2019,18,2,Ferrari,Italian,466,3
2019,18,3,Red Bull,Austrian,341,2
2019,18,4,McLaren,British,111,0
2019,18,5,Renault,French,73,0
2019,18,6,Toro Rosso,Italian,64,0
2019,18,7,Racing Point,British,64,0
2019,18,8,Alfa Romeo,Swiss,35,0
2019,18,9,Haas F1 Team,American,28,0
2019,18,10,Williams,British,1,0
2019,11,1,Mercedes,German,409,9
2019,11,2,Ferrari,Italian,261,0
2019,11,3,Red Bull,Austrian,217,2
2019,11,4,McLaren,British,70,0
2019,11,5,Toro Rosso,Italian,42,0
2019,11,6,Renault,French,39,0
2019,11,7,Racing Point,British,31,0
2019,11,8,Haas F1 Team,American,26,0
2019,11,9,Alfa Romeo,Swiss,26,0
2019,11,10,Williams,British,1,0
2019,16,1,Mercedes,German,571,11
2019,16,2,Ferrari,Italian,409,3
2019,16,3,Red Bull,Austrian,311,2
2019,16,4,McLaren,British,101,0
2019,16,5,Renault,French,68,0
2019,16,6,Toro Rosso,Italian,55,0
2019,16,7,Racing Point,British,52,0
2019,16,8,Alfa Romeo,Swiss,35,0
2019,16,9,Haas F1 Team,American,28,0
2019,16,10,Williams,British,1,0
2019,17,1,Mercedes,German,612,12
2019,17,2,Ferrari,Italian,435,3
2019,17,3,Red Bull,Austrian,323,2
2019,17,4,McLaren,British,111,0
2019,17,5,Renault,French,68,0
2019,17,6,Toro Rosso,Italian,62,0
2019,17,7,Racing Point,British,58,0
2019,17,8,Alfa Romeo,Swiss,35,0
2019,17,9,Haas F1 Team,American,28,0
2019,17,10,Williams,British,1,0
2019,10,1,Mercedes,German,407,9
2019,10,2,Ferrari,Italian,243,0
2019,10,3,Red Bull,Austrian,191,1
2019,10,4,McLaren,British,60,0
2019,10,5,Renault,French,39,0
2019,10,6,Alfa Romeo,Swiss,26,0
2019,10,7,Racing Point,British,19,0
2019,10,8,Toro Rosso,Italian,19,0
2019,10,9,Haas F1 Team,American,16,0
2019,10,10,Williams,British,0,0
2019,19,1,Mercedes,German,695,14
2019,19,2,Ferrari,Italian,479,3
2019,19,3,Red Bull,Austrian,366,2
2019,19,4,McLaren,British,121,0
2019,19,5,Renault,French,83,0
2019,19,6,Racing Point,British,65,0
2019,19,7,Toro Rosso,Italian,64,0
2019,19,8,Alfa Romeo,Swiss,35,0
2019,19,9,Haas F1 Team,American,28,0
2019,19,10,Williams,British,1,0
2019,21,1,Mercedes,German,739,15
2019,21,2,Ferrari,Italian,504,3
2019,21,3,Red Bull,Austrian,417,3
2019,21,4,McLaren,British,145,0
2019,21,5,Renault,French,91,0
2019,21,6,Toro Rosso,Italian,85,0
2019,21,7,Racing Point,British,73,0
2019,21,8,Alfa Romeo,Swiss,57,0
2019,21,9,Haas F1 Team,American,28,0
2019,21,10,Williams,British,1,0
2019,2,1,Mercedes,German,87,2
2019,2,2,Ferrari,Italian,48,0
2019,2,3,Red Bull,Austrian,31,0
2019,2,4,Alfa Romeo,Swiss,10,0
2019,2,5,McLaren,British,8,0
2019,2,6,Haas F1 Team,American,8,0
2019,2,7,Renault,French,6,0
2019,2,8,Toro Rosso,Italian,3,0
2019,2,9,Racing Point,British,3,0
2019,2,10,Williams,British,0,0
2019,5,1,Mercedes,German,217,5
2019,5,2,Ferrari,Italian,121,0
2019,5,3,Red Bull,Austrian,87,0
2019,5,4,McLaren,British,22,0
2019,5,5,Racing Point,British,17,0
2019,5,6,Haas F1 Team,American,15,0
2019,5,7,Alfa Romeo,Swiss,13,0
2019,5,8,Renault,French,12,0
2019,5,9,Toro Rosso,Italian,6,0
2019,5,10,Williams,British,0,0
2019,4,1,Mercedes,German,173,4
2019,4,2,Ferrari,Italian,99,0
2019,4,3,Red Bull,Austrian,64,0
2019,4,4,McLaren,British,18,0
2019,4,5,Racing Point,British,17,0
2019,4,6,Alfa Romeo,Swiss,13,0
2019,4,7,Renault,French,12,0
2019,4,8,Haas F1 Team,American,8,0
2019,4,9,Toro Rosso,Italian,4,0
2019,4,10,Williams,British,0,0
2019,3,1,Mercedes,German,130,3
2019,3,2,Ferrari,Italian,73,0
2019,3,3,Red Bull,Austrian,52,0
2019,3,4,Renault,French,12,0
2019,3,5,Alfa Romeo,Swiss,12,0
2019,3,6,Haas F1 Team,American,8,0
2019,3,7,McLaren,British,8,0
2019,3,8,Racing Point,British,7,0
2019,3,9,Toro Rosso,Italian,4,0
2019,3,10,Williams,British,0,0
2021,15,1,Mercedes,German,397.5,5
2021,15,2,Red Bull,Austrian,364.5,8
2021,15,3,McLaren,British,234,1
2021,15,4,Ferrari,Italian,216.5,0
2021,15,5,Alpine F1 Team,French,103,1
2021,15,6,AlphaTauri,Italian,84,0
2021,15,7,Aston Martin,British,59,0
2021,15,8,Williams,British,23,0
2021,15,9,Alfa Romeo,Swiss,7,0
2021,15,10,Haas F1 Team,American,0,0
2021,12,1,Mercedes,German,310.5,4
2021,12,2,Red Bull,Austrian,303.5,7
2021,12,3,McLaren,British,169,0
2021,12,4,Ferrari,Italian,165.5,0
2021,12,5,Alpine F1 Team,French,80,1
2021,12,6,AlphaTauri,Italian,72,0
2021,12,7,Aston Martin,British,53,0
2021,12,8,Williams,British,20,0
2021,12,9,Alfa Romeo,Swiss,3,0
2021,12,10,Haas F1 Team,American,0,0
2021,13,1,Mercedes,German,344.5,4
2021,13,2,Red Bull,Austrian,332.5,8
2021,13,3,Ferrari,Italian,181.5,0
2021,13,4,McLaren,British,170,0
2021,13,5,Alpine F1 Team,French,90,1
2021,13,6,AlphaTauri,Italian,84,0
2021,13,7,Aston Martin,British,53,0
2021,13,8,Williams,British,20,0
2021,13,9,Alfa Romeo,Swiss,3,0
2021,13,10,Haas F1 Team,American,0,0
2021,14,1,Mercedes,German,362.5,4
2021,14,2,Red Bull,Austrian,344.5,8
2021,14,3,McLaren,British,215,1
2021,14,4,Ferrari,Italian,201.5,0
2021,14,5,Alpine F1 Team,French,95,1
2021,14,6,AlphaTauri,Italian,84,0
2021,14,7,Aston Martin,British,59,0
2021,14,8,Williams,British,22,0
2021,14,9,Alfa Romeo,Swiss,3,0
2021,14,10,Haas F1 Team,American,0,0
2021,22,1,Mercedes,German,613.5,9
2021,22,2,Red Bull,Austrian,585.5,11
2021,22,3,Ferrari,Italian,323.5,0
2021,22,4,McLaren,British,275,1
2021,22,5,Alpine F1 Team,French,155,1
2021,22,6,AlphaTauri,Italian,142,0
2021,22,7,Aston Martin,British,77,0
2021,22,8,Williams,British,23,0
2021,22,9,Alfa Romeo,Swiss,13,0
2021,22,10,Haas F1 Team,American,0,0
2021,8,1,Red Bull,Austrian,252,5
2021,8,2,Mercedes,German,212,3
2021,8,3,McLaren,British,120,0
2021,8,4,Ferrari,Italian,108,0
2021,8,5,AlphaTauri,Italian,46,0
2021,8,6,Aston Martin,British,44,0
2021,8,7,Alpine F1 Team,French,31,0
2021,8,8,Alfa Romeo,Swiss,2,0
2021,8,9,Williams,British,0,0
2021,8,10,Haas F1 Team,American,0,0
2021,6,1,Red Bull,Austrian,174,3
2021,6,2,Mercedes,German,148,3
2021,6,3,Ferrari,Italian,94,0
2021,6,4,McLaren,British,92,0
2021,6,5,AlphaTauri,Italian,39,0
2021,6,6,Aston Martin,British,37,0
2021,6,7,Alpine F1 Team,French,25,0
2021,6,8,Alfa Romeo,Swiss,2,0
2021,6,9,Haas F1 Team,American,0,0
2021,6,10,Williams,British,0,0
2021,1,1,Mercedes,German,41,1
2021,1,2,Red Bull,Austrian,28,0
2021,1,3,McLaren,British,18,0
2021,1,4,Ferrari,Italian,12,0
2021,1,5,AlphaTauri,Italian,2,0
2021,1,6,Aston Martin,British,1,0
2021,1,7,Alfa Romeo,Swiss,0,0
2021,1,8,Alpine F1 Team,French,0,0
2021,1,9,Williams,British,0,0
2021,1,10,Haas F1 Team,American,0,0
2021,7,1,Red Bull,Austrian,215,4
2021,7,2,Mercedes,German,178,3
2021,7,3,McLaren,British,110,0
2021,7,4,Ferrari,Italian,94,0
2021,7,5,AlphaTauri,Italian,45,0
2021,7,6,Aston Martin,British,40,0
2021,7,7,Alpine F1 Team,French,29,0
2021,7,8,Alfa Romeo,Swiss,2,0
2021,7,9,Williams,British,0,0
2021,7,10,Haas F1 Team,American,0,0
2021,9,1,Red Bull,Austrian,286,6
2021,9,2,Mercedes,German,242,3
2021,9,3,McLaren,British,141,0
2021,9,4,Ferrari,Italian,122,0
2021,9,5,AlphaTauri,Italian,48,0
2021,9,6,Aston Martin,British,44,0
2021,9,7,Alpine F1 Team,French,32,0
2021,9,8,Alfa Romeo,Swiss,2,0
2021,9,9,Williams,British,0,0
2021,9,10,Haas F1 Team,American,0,0
2021,20,1,Mercedes,German,546.5,8
2021,20,2,Red Bull,Austrian,541.5,10
2021,20,3,Ferrari,Italian,297.5,0
2021,20,4,McLaren,British,258,1
2021,20,5,Alpine F1 Team,French,137,1
2021,20,6,AlphaTauri,Italian,112,0
2021,20,7,Aston Martin,British,77,0
2021,20,8,Williams,British,23,0
2021,20,9,Alfa Romeo,Swiss,11,0
2021,20,10,Haas F1 Team,American,0,0
2021,18,1,Mercedes,German,478.5,6
2021,18,2,Red Bull,Austrian,477.5,10
2021,18,3,Ferrari,Italian,268.5,0
2021,18,4,McLaren,British,255,1
2021,18,5,Alpine F1 Team,French,106,1
2021,18,6,AlphaTauri,Italian,106,0
2021,18,7,Aston Martin,British,68,0
2021,18,8,Williams,British,23,0
2021,18,9,Alfa Romeo,Swiss,11,0
2021,18,10,Haas F1 Team,American,0,0
2021,11,1,Mercedes,German,303,4
2021,11,2,Red Bull,Austrian,291,6
2021,11,3,Ferrari,Italian,163,0
2021,11,4,McLaren,British,163,0
2021,11,5,Alpine F1 Team,French,77,1
2021,11,6,AlphaTauri,Italian,68,0
2021,11,7,Aston Martin,British,48,0
2021,11,8,Williams,British,10,0
2021,11,9,Alfa Romeo,Swiss,3,0
2021,11,10,Haas F1 Team,American,0,0
2021,16,1,Mercedes,German,433.5,6
2021,16,2,Red Bull,Austrian,397.5,8
2021,16,3,McLaren,British,240,1
2021,16,4,Ferrari,Italian,232.5,0
2021,16,5,Alpine F1 Team,French,104,1
2021,16,6,AlphaTauri,Italian,92,0
2021,16,7,Aston Martin,British,61,0
2021,16,8,Williams,British,23,0
2021,16,9,Alfa Romeo,Swiss,7,0
2021,16,10,Haas F1 Team,American,0,0
2021,17,1,Mercedes,German,460.5,6
2021,17,2,Red Bull,Austrian,437.5,9
2021,17,3,McLaren,British,254,1
2021,17,4,Ferrari,Italian,250.5,0
2021,17,5,Alpine F1 Team,French,104,1
2021,17,6,AlphaTauri,Italian,94,0
2021,17,7,Aston Martin,British,62,0
2021,17,8,Williams,British,23,0
2021,17,9,Alfa Romeo,Swiss,7,0
2021,17,10,Haas F1 Team,American,0,0
2021,10,1,Red Bull,Austrian,289,6
2021,10,2,Mercedes,German,285,4
2021,10,3,McLaren,British,163,0
2021,10,4,Ferrari,Italian,148,0
2021,10,5,AlphaTauri,Italian,49,0
2021,10,6,Aston Martin,British,48,0
2021,10,7,Alpine F1 Team,French,40,0
2021,10,8,Alfa Romeo,Swiss,2,0
2021,10,9,Williams,British,0,0
2021,10,10,Haas F1 Team,American,0,0
2021,19,1,Mercedes,German,521.5,7
2021,19,2,Red Bull,Austrian,510.5,10
2021,19,3,Ferrari,Italian,287.5,0
2021,19,4,McLaren,British,256,1
2021,19,5,Alpine F1 Team,French,112,1
2021,19,6,AlphaTauri,Italian,112,0
2021,19,7,Aston Martin,British,68,0
2021,19,8,Williams,British,23,0
2021,19,9,Alfa Romeo,Swiss,11,0
2021,19,10,Haas F1 Team,American,0,0
2021,21,1,Mercedes,German,587.5,9
